DATAFLOW,LAST UPDATE,freq,pesticid,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2011,1544218,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2012,1634371,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2013,1492799,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2014,1641055,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2015,2130973,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2016,2006542,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2017,1991638,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2018,2268659,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,AT,2019,2068059,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2011,2452096,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2012,2724804,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2013,2519857,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2014,3131351,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2015,2611185,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2016,2856228,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2017,2495880,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2018,2457618,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BE,2019,2449418,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2011,,cd
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2012,474395,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2013,380174,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2014,186142,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2015,619022,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2016,1048879,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2017,1287452,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2018,1798029,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,BG,2019,1578538,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2011,932864,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2012,968306,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2013,1013293,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2014,1036885,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2015,1033836,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2016,996154,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2017,978524,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2018,978769,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2019,954300,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CH,2020,979878,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2011,894770,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2012,837480,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2013,804761,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2014,772662,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2015,781151,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2016,803815,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2017,817955,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2018,823467,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2019,867436,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CY,2020,862578,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2011,1626666,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2012,1410021,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2013,1661560,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2014,1782187,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2015,2109337,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2016,1785207,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2017,1853685,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2018,1755138,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2019,1650880,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,CZ,2020,1544879,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2011,10472846,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2012,9062328,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2013,10506875,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2014,12919599,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2015,12817362,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2016,12140886,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2017,13266132,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2018,11681855,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2019,10217440,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DE,2020,9476893,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2011,632925,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2012,890573,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2013,883737,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2014,416805,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2015,504012,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2016,406713,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2017,483731,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2018,438345,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2019,436363,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,DK,2020,502607,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2011,50529,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2012,60032,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2013,66163,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2014,88227,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2015,109267,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2016,104386,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2017,117032,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2018,106542,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EE,2019,104924,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2011,2256372,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2012,2006725,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2013,5520830,bd
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2014,1866378,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2015,1926970,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2016,1803566,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2017,1685867,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2018,1728709,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2019,1755818,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,EL,2020,1801712,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2011,31343389,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2012,26792750,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2013,32393012,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2014,38379663,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2015,36423289,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2016,38905110,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2017,37982029,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2018,38067058,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,ES,2019,34073450,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2011,165151,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2012,188895,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2013,209572,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2014,198523,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2015,224679,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2016,3212359,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2017,3227750,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2018,3814408,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2019,2831862,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FI,2020,3698298,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2011,24495844,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2012,27580733,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2013,30376030,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2014,34441873,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2015,27373707,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2016,31971200,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2017,29786228,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2018,39064721,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2019,24483508,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,FR,2020,26001474,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2013,945126,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2014,1004779,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2015,1315186,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2016,932012,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2017,727129,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2018,767227,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2019,656073,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HR,2020,700973,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2011,2997436,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2012,3140952,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2013,3238478,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2014,3674173,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2015,3867891,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2016,3835024,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2017,4170518,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2018,3535072,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2019,2796084,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,HU,2020,3371876,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2011,619971,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2012,650158,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2013,594101,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2014,635509,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2015,687731,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2016,596570,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2017,633474,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2018,601996,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IE,2019,922282,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IS,2015,240,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IS,2016,444,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IS,2017,288,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IS,2018,278,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IS,2019,209,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IS,2020,155,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2011,43574469,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2012,37358123,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2013,33302885,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2014,37226295,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2015,39186665,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2016,36851936,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2017,32686887,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2018,31538590,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,IT,2019,24285678,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2011,361502,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2012,485437,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2013,534444,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2014,601198,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2015,736752,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2016,741166,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2017,690115,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2018,676667,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2019,575042,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LT,2020,592648,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2011,92080,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2012,91039,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2013,,cd
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2014,,cd
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2015,,cd
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2016,,c
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2017,,c
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2018,,c
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2019,,c
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LU,2020,,c
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2011,148222,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2012,202514,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2013,214274,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2014,224735,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2015,269836,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2016,261967,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2017,266538,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2018,212650,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2019,295355,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,LV,2020,303793,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2011,95040,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2012,124625,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2013,122070,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2014,97370,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2015,118644,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2016,83523,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2017,101943,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2018,82509,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2019,69779,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,MT,2020,89777,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2011,4249873,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2012,4660566,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2013,4324666,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2014,4900072,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2015,4413096,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2016,4870366,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2017,4724858,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2018,4293319,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2019,3897028,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NL,2020,3997682,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2011,106608,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2012,119857,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2013,101898,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2014,121834,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2015,93017,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2016,109316,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2017,109784,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2018,82817,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2019,76868,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,NO,2020,93632,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2011,6080802,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2012,6130813,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2013,6474339,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2014,7442470,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2015,7742020,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2016,7534406,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2017,6927315,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2018,7991707,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2019,6867376,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PL,2020,9278129,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2011,9974797,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2012,8498465,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2013,7201606,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2014,8244381,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2015,5193428,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2016,5473568,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2017,4181275,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2018,4335173,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2019,5767487,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,PT,2020,6401932,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2011,3481611,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2012,3540974,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2013,3630952,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2014,4131916,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2015,4142494,d
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2016,4525812,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2017,4600276,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2018,4541509,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,RO,2019,4020810,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,SE,2011,218458,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,SE,2012,234589,
ESTAT:AEI_FM_SALPEST09(1.0),18/01/22 11:00:00,A,F,KG,SE,2013,332073,
